Year,Week,0-14,15-64,65-74,75-84,85+,0-14.1,15-64.1,65-74.1,75-84.1,85+.1
2000,1,5,213,269,328,193,0.0005515932756521,0.0067527302962625,0.0702239399676683,0.170809336081523,0.457353787261676
2000,1,6,145,220,426,469,0.0006957244057093,0.0044206368879948,0.0464644742235724,0.13342903484143,0.378440792280106
2000,1,11,358,489,754,662,0.0006218640190152,0.0055638875378082,0.0570901356767461,0.147467870818777,0.398485906356622
2000,2,6,209,238,274,153,0.0006619119307825,0.006625918459713,0.062131218261357,0.142688286848589,0.362565437570137
2000,2,3,108,191,323,425,0.0003478622028546,0.0032926123027823,0.0403396117122833,0.10116802406991,0.342936752066194
2000,2,9,317,429,597,578,0.0005087978337397,0.0049266825404614,0.0500852110538324,0.116761696125742,0.347922739991129
2000,3,8,169,178,224,142,0.0008825492410434,0.0053578000942177,0.0464678859265612,0.116650278299576,0.336498641404964
2000,3,4,108,148,271,335,0.0004638162704728,0.0032926123027823,0.0312579190231305,0.0848809118357452,0.270314851628647
2000,3,12,277,326,495,477,0.0006783971116529,0.0043050191284158,0.038060090451164,0.0968124616117965,0.287126551861192
2000,4,4,193,150,185,97,0.0004412746205217,0.0061186711135149,0.0391583308369897,0.0963406316313466,0.229861748001982
2000,4,2,82,122,218,276,0.0002319081352364,0.0024999463780384,0.0257666629785265,0.0682805859047692,0.222707161341811
2000,4,6,275,272,403,373,0.0003391985558264,0.0042739359578135,0.0317556582905418,0.0788190344031394,0.224524536361058
2000,5,7,140,146,188,100,0.0007722305859129,0.0044384142792336,0.0381141086813367,0.0979029121442874,0.236970874228848
2000,5,2,73,110,218,221,0.0002319081352364,0.0022255620194732,0.0232322371117862,0.0682805859047692,0.178327111074421
2000,5,9,213,256,406,321,0.0005087978337397,0.0033103576691428,0.0298876783910982,0.079405776594726,0.193223528610991
2000,6,6,132,142,166,84,0.0006619119307825,0.0041847906061345,0.0370698865256836,0.0864461883827218,0.199055534352232
2000,6,5,90,102,192,211,0.0005797703380911,0.0027438435856519,0.0215426198672926,0.0601370297876866,0.170258011025804
2000,6,11,222,244,358,295,0.0006218640190152,0.0034502319368531,0.0284866934665154,0.0700179015293397,0.177573024735957
2000,7,4,152,144,175,74,0.0004412746205217,0.0048188497888822,0.0375919976035101,0.0911330299215441,0.175358446929347
2000,7,5,86,105,183,220,0.0005797703380911,0.0026218949818452,0.0221762263339777,0.0573181065163888,0.177520201069559
2000,7,9,238,249,358,294,0.0005087978337397,0.0036988973016714,0.0290704371850916,0.0700179015293397,0.176971082279225
2000,8,7,136,150,166,82,0.0007722305859129,0.0043116024426841,0.0391583308369897,0.0864461883827218,0.194316116867655
2000,8,5,77,105,201,206,0.0005797703380911,0.00234751062328,0.0221762263339777,0.0629559530589844,0.166223461001496
2000,8,12,213,255,367,288,0.0006783971116529,0.0033103576691428,0.0297709296473829,0.0717781281040996,0.173359427538833
2000,9,7,128,150,176,76,0.0007722305859129,0.004057978769585,0.0391583308369897,0.0916537900925243,0.180097864413924
2000,9,4,96,117,193,184,0.0004638162704728,0.0029267664913621,0.024710652200718,0.0604502434844975,0.14847144089454
2000,9,11,224,267,369,260,0.0006218640190152,0.0034813151074554,0.0311719145719656,0.0721692895651574,0.156505038750335
2000,10,10,146,155,155,88,0.0011031865513042,0.0046286320340579,0.0404636085315561,0.0807178265019391,0.208534369321386
2000,10,1,90,102,190,209,0.0001159540676182,0.0027438435856519,0.0215426198672926,0.0595106023940649,0.168644191016081
2000,10,11,236,257,345,297,0.0006218640190152,0.0036678141310691,0.0300044271348134,0.0674753520324642,0.178776909649421
2000,11,8,146,126,148,70,0.0008825492410434,0.0046286320340579,0.0328929979030714,0.0770725053050773,0.165879611960193
2000,11,2,72,92,191,177,0.0002319081352364,0.0021950748685215,0.0194305983116757,0.0598238160908757,0.142823070860509
2000,11,10,218,218,339,247,0.0005653309263774,0.0033880655956485,0.0254512261299195,0.0663018676492909,0.148679786812818
2000,12,7,139,132,150,83,0.0007722305859129,0.0044067113200962,0.034459331136551,0.0781140256470378,0.196685825609944
2000,12,3,62,102,172,192,0.0003478622028546,0.0018902033590047,0.0215426198672926,0.0538727558514693,0.154926720933433
2000,12,10,201,234,322,275,0.0005653309263774,0.0031238586455292,0.0273192060293632,0.0629769952302999,0.165534175601316
2000,13,6,135,111,163,89,0.0006619119307825,0.0042798994835467,0.0289771648193724,0.0848839078697811,0.210904078063675
2000,13,4,77,112,211,174,0.0004638162704728,0.00234751062328,0.0236546414229096,0.0660880900270931,0.140402340845924
2000,13,10,212,223,374,263,0.0005653309263774,0.0032948160838417,0.0260349698484957,0.0731471932178018,0.158310866120531
2000,14,2,120,130,167,77,0.0002206373102608,0.0038043550964859,0.0339372200587244,0.0869669485537021,0.182467573156213
2000,14,5,82,111,182,186,0.0005797703380911,0.0024999463780384,0.0234434392673479,0.0570048928195779,0.150085260904264
2000,14,7,202,241,349,263,0.0003957316484642,0.0031394002308303,0.0281364472353697,0.0682576749545798,0.158310866120531
2000,15,5,126,112,161,73,0.0005515932756521,0.0039945728513102,0.0292382203582857,0.0838423875278206,0.172988738187059
2000,15,2,51,118,210,171,0.0002319081352364,0.0015548446985361,0.0249218543562797,0.0657748763302822,0.137981610831339
2000,15,7,177,230,371,244,0.0003957316484642,0.0027508605983018,0.0268522110545022,0.0725604510262152,0.146873959442622
2000,16,8,145,131,118,85,0.0008825492410434,0.0045969290749205,0.0341982755976377,0.0614497001756697,0.201425243094521
2000,16,3,93,92,172,172,0.0003478622028546,0.002835305038507,0.0194305983116757,0.0538727558514693,0.138788520836201
2000,16,11,238,223,290,257,0.0006218640190152,0.0036988973016714,0.0260349698484957,0.0567184118533757,0.154699211380139
2000,17,6,149,133,167,94,0.0006619119307825,0.00472374091147,0.0347203866754642,0.0869669485537021,0.222752621775117
2000,17,5,98,115,212,201,0.0005797703380911,0.0029877407932654,0.0242882478895946,0.066401303723904,0.162188910977188
2000,17,11,247,248,379,295,0.0006218640190152,0.0038387715693816,0.0289536884413763,0.0741250968704462,0.177573024735957
2000,18,3,144,124,141,66,0.0003309559653912,0.0045652261157831,0.0323708868252449,0.0734271841082155,0.15640077699104
2000,18,4,80,106,185,199,0.0004638162704728,0.0024389720761351,0.0223874284895394,0.0579445339100105,0.160575090967465
2000,18,7,224,230,326,265,0.0003957316484642,0.0034813151074554,0.0268522110545022,0.0637593181524155,0.159514751033995
2000,19,7,128,142,181,79,0.0007722305859129,0.004057978769585,0.0370698865256836,0.0942575909474256,0.18720699064079
2000,19,2,74,90,150,182,0.0002319081352364,0.0022560491704249,0.0190081940005523,0.0469820545216302,0.146857620884817
2000,19,9,202,232,331,261,0.0005087978337397,0.0031394002308303,0.0270857085419327,0.0647372218050599,0.157106981207067
2000,20,8,153,136,138,99,0.0008825492410434,0.0048505527480196,0.035503553292204,0.0718649035952748,0.234601165486559
2000,20,4,104,87,182,174,0.0004638162704728,0.0031706636989756,0.0183745875338673,0.0570048928195779,0.140402340845924
2000,20,12,257,223,320,273,0.0006783971116529,0.003994187422393,0.0260349698484957,0.0625858337692422,0.164330290687852
2000,21,7,130,131,140,73,0.0007722305859129,0.0041213846878598,0.0341982755976377,0.0729064239372353,0.172988738187059
2000,21,7,63,93,177,156,0.0008116784733275,0.0019206905099563,0.0196418004672374,0.0554388243355236,0.125877960758415
2000,21,14,193,224,317,229,0.0007914632969284,0.00299952596312,0.0261517185922109,0.0619990915776555,0.137844822591641
2000,22,4,149,139,141,77,0.0004412746205217,0.00472374091147,0.0362867199089438,0.0734271841082155,0.182467573156213
2000,22,3,82,95,174,198,0.0003478622028546,0.0024999463780384,0.0200642047783608,0.054499183245091,0.159768180962603
2000,22,7,231,234,315,275,0.0003957316484642,0.0035901062045634,0.0273192060293632,0.0616079301165978,0.165534175601316
2000,23,5,135,124,152,70,0.0005515932756521,0.0042798994835467,0.0323708868252449,0.0791555459889983,0.165879611960193
2000,23,8,72,106,179,190,0.0009276325409457,0.0021950748685215,0.0223874284895394,0.0560652517291453,0.15331290092371
2000,23,13,207,230,331,260,0.0007349302042907,0.003217108157336,0.0268522110545022,0.0647372218050599,0.156505038750335
2000,24,5,128,142,147,80,0.0005515932756521,0.004057978769585,0.0370698865256836,0.076551745134097,0.189576699383078
2000,24,3,91,83,159,188,0.0003478622028546,0.0027743307366036,0.0175297789116205,0.049800977792928,0.151699080913987
2000,24,8,219,225,306,268,0.0004522647411019,0.0034036071809497,0.0262684673359261,0.0598477035418378,0.161320578404191
2000,25,4,118,163,146,79,0.0004412746205217,0.0037409491782112,0.0425520528428622,0.0760309849631168,0.18720699064079
2000,25,2,77,96,193,200,0.0002319081352364,0.00234751062328,0.0202754069339225,0.0604502434844975,0.161382000972326
2000,25,6,195,259,339,279,0.0003391985558264,0.0030306091337223,0.0302379246222438,0.0663018676492909,0.167941945428244
2000,26,2,121,147,140,74,0.0002206373102608,0.0038360580556233,0.0383751642202499,0.0729064239372353,0.175358446929347
2000,26,1,96,100,182,164,0.0001159540676182,0.0029267664913621,0.0211202155561693,0.0570048928195779,0.132333240797308
2000,26,3,217,247,322,238,0.0001695992779132,0.0033725240103474,0.0288369396976611,0.0629769952302999,0.14326230470223
2000,27,4,139,133,148,69,0.0004412746205217,0.0044067113200962,0.0347203866754642,0.0770725053050773,0.163509903217905
