Year,Week,0-14,15-64,65-74,75-84,85+,0-14.1,15-64.1,65-74.1,75-84.1,85+.1
2000,1,370.059701492537,13797.796641791,6310.12126865672,2635.6697761194,1141.3526119403,0.0014403869532829,0.014645229063085,0.0749930805448776,0.127950942245165,0.288967395926963
2000,1,270.561787588203,5169.73430432423,5640.71223086665,6278.03555274109,4794.95612447983,0.0011014856305053,0.0051310001620913,0.0378330048614118,0.091073646452145,0.241298963353966
2000,1,640.62148908074,18967.5309461152,11950.8334995234,8913.70532886049,5936.30873642013,0.0012747408282134,0.0097285105615799,0.0512388534116604,0.0995581218976464,0.249202806515801
2000,2,393.637878652489,12374.9278884818,6112.96470377982,2504.7852738808,1146.68425520508,0.0015321605201599,0.013134970624009,0.0726499594668081,0.121597037238379,0.290317260161834
2000,2,245.440564073443,4712.45883021011,5435.75714556123,5918.62388794246,4857.71957221276,0.0009992144747413,0.0046771508163257,0.0364583439282942,0.0858597653557954,0.244457439569662
2000,2,639.078442725932,17087.3867186919,11548.7218493411,8423.40916182326,6004.40382741784,0.0012716703970434,0.008764178249391,0.049514811327095,0.0940819519141271,0.252061399041905
2000,3,355.006572519762,12374.9458211209,6106.51532107647,2689.19992894573,1120.33235633715,0.0013817955138719,0.0131349896580341,0.0725733113239365,0.130549611302539,0.283645492371642
2000,3,269.608482563619,4753.7287464656,5385.15381715363,6070.70103675778,4788.80791705938,0.001097604625004,0.0047181115184684,0.0361189406949272,0.088065904580128,0.240989564052173
2000,3,624.615055083381,17128.6745675865,11491.6691382301,8759.90096570351,5909.14027339653,0.0012428904215719,0.0087853549262699,0.049270199476259,0.0978402646238599,0.248062290155413
2000,4,397.469945836452,12272.2619225858,6194.49363688405,2710.84565590735,1275.92883878638,0.0015470761123025,0.0130259991246773,0.0736188958131495,0.131600422441861,0.323039374576296
2000,4,251.546865780037,4612.02659888339,5592.15741455222,6515.16404157778,5108.10507920657,0.0010240738743088,0.0045774710717041,0.0375073412702757,0.0945136008733357,0.257057714047256
2000,4,649.016811616489,16884.2885214692,11786.6510514363,9226.00969748513,6384.03391799295,0.001291446262834,0.0086600084993939,0.0505349259081405,0.103046282573099,0.267998050622837
2000,5,354.088473955152,12217.0582846174,6302.17127650292,2839.74932379374,1344.93264113079,0.0013782219899541,0.0129674049922842,0.0748985983033267,0.137858166076651,0.340509741633698
2000,5,266.522296884545,4785.37778165634,5738.24509119469,6657.04564098089,5515.80918928353,0.0010850404369534,0.0047495234238264,0.0384871706879799,0.0965718362104169,0.277574810880419
2000,5,620.610770839697,17002.4360662737,12040.4163676976,9496.79496477463,6860.74183041432,0.001234922495581,0.0087206067733981,0.0516229373712235,0.106070711994341,0.288009973003972
2000,6,379.133321901659,12402.788485446,6470.40793929781,2916.4101684743,1290.26008488018,0.0014757042937111,0.0131645423617994,0.0768980187687062,0.141579735219744,0.326667756218208
2000,6,267.514847666795,4975.57578094871,5693.95834940224,6820.12572310066,5624.8252988816,0.0010890812160817,0.0049382963679954,0.0381901336385872,0.0989375918066683,0.283060882817678
2000,6,646.648169568454,17378.3642663947,12164.3662887001,9736.53589157496,6915.08538376178,0.0012867330198699,0.0089134216144895,0.0521543690770442,0.108748403878205,0.290291283934979
2000,7,354.922043126918,12323.7379110669,6537.40261872866,2808.20755369258,1242.7298733849,0.001381466499299,0.0130806366629834,0.0776942217538361,0.136326942688543,0.314634068031084
2000,7,253.438874192289,4772.26401838761,5743.94665857149,6664.54083004467,5664.80961880394,0.0010317764405043,0.0047365079151955,0.0385254118563742,0.0966805667509103,0.285073033648092
2000,7,608.360917319207,17096.0019294545,12281.3492773001,9472.74838373725,6907.53949218884,0.0012105471215288,0.0087685970200329,0.0526559302614401,0.10580213317579,0.289974511772153
