patterns,Supp X,Supp Y,Supp Z
( 1+3+ ),1,0.67,0.71
( 3+ )(0+3+ ),0.67,0.67,0.7
( 3+ )(1+3+ ),0.67,0.54,0.69
( 1+ )(3+ )(0+3+ ),0.67,0.66,0.7
( 1+ )(3+ )(1+3+ ),0.67,0.54,0.69
( 0+ )(3+ )(0+3+ ),0.67,0.66,0.7
( 0+ )(3+ )(1+3+ ),0.67,0.54,0.69
( 1+3+ ),1,0.67,0.71
( 3+ )(0+3+ ),0.67,0.67,0.7
( 3+ )(1+3+ ),0.67,0.54,0.69
( 1+ )(3+ )(0+3+ ),0.67,0.66,0.7
( 1+ )(3+ )(1+3+ ),0.67,0.54,0.69
( 0+ )(3+ )(0+3+ ),0.67,0.66,0.7
( 0+ )(3+ )(1+3+ ),0.67,0.54,0.69
( 9+ )(10+ )(11+ ),0.83,0.88,0.71
( 8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 7+ )(8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 0+ )(1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 11+ ),1,1,0.72
( 10+ )(11+ ),1,1,0.72
( 9+ )(10+ )(11+ ),0.83,0.88,0.71
( 8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 7+ )(8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.83,0.87,0.71
( 5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 0+ )(1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ )(11+ ),0.67,0.7,0.7
( 11+ ),1,1,0.72
( 10+ )(11+ ),1,1,0.72
( 9+ )(10+ ),1,1,0.72
( 8+ )(9+ )(10+ ),1,1,0.72
( 7+ )(8+ )(9+ )(10+ ),0.83,0.84,0.71
( 6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 0+ )(1+ )(2+ )(3+ )(4+ )(5+ )(6+ )(7+ )(8+ )(9+ )(10+ ),0.83,0.83,0.71
( 10+ ),1,1,0.72
