patterns,Supp X,Supp Y,Supp Z
(6+7+8+)(6+7+9+),0.4,0.07,0.66
(2+4-),0.5,0.06,0.67
(1+7-)(4+7-),0.4,0.06,0.66
(1+7-)(4+6-),0.4,0.05,0.66
(1+7-)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+7-)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+7-)(6+7+9+),0.4,0.05,0.66
(2+4+)(4+7-),0.4,0.07,0.66
(2+4+)(4+6-),0.4,0.05,0.66
(2+4+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+4+)(3+7+)(2+3+7+),0.4,0.06,0.66
(2+4+)(6+7+9+),0.4,0.05,0.66
(6+8+)(2+3+7+),0.4,0.09,0.67
(6+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(4+6+)(2+3+7+),0.4,0.08,0.67
(4+6+)(4+7-),0.4,0.06,0.66
(4+6+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(4+6-)(2+3+7+),0.4,0.07,0.66
(4+6-)(4+7-),0.4,0.06,0.66
(4+6-)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+3+8+)(2+3+7+),0.4,0.08,0.66
(1+3+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(4+)(4+7-),0.4,0.13,0.67
(4+)(4+6-),0.4,0.09,0.67
(4+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(4+)(3+7+)(2+3+7+),0.4,0.06,0.66
(4+)(6+7+9+),0.4,0.05,0.66
(1+6+7+)(2+3+7+),0.4,0.08,0.67
(1+6+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(1+7+)(4+7-),0.4,0.06,0.66
(1+7+)(4+6-),0.4,0.05,0.66
(1+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+7+)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+7+)(6+7+9+),0.4,0.05,0.66
(2+3+4+7+),0.6,0.07,0.67
(1+3+6+7+)(3+4+8+9+),0.4,0.05,0.66
(1+2+3+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(3+9-)(4+7-),0.4,0.06,0.66
(3+9-)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(3+9+)(2+3+7+),0.4,0.08,0.67
(3+9+)(4+7-),0.4,0.06,0.66
(3+9+)(4+6-),0.4,0.05,0.66
(3+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(3+4+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(6+7+9+),0.9,0.1,0.68
(1+2+3+6+7+),0.5,0.05,0.67
(2+4+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(2+4+7+9+)(3+4+8+9+),0.4,0.09,0.67
(4+7+8+),0.5,0.05,0.67
(6+9-),0.5,0.05,0.67
(4+7+)(2+3+7+),0.4,0.08,0.67
(4+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(4+7-)(6+7+9+),0.4,0.07,0.66
(1+4+6+)(2+3+7+),0.4,0.08,0.67
(1+4+6+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(5+),0.7,0.08,0.68
(1+6+8+)(2+3+7+),0.4,0.08,0.67
(1+6+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(1+8-)(4+7-),0.4,0.07,0.66
(1+8-)(6+7+9+),0.4,0.05,0.66
(1+8+)(4+7-),0.4,0.06,0.66
(1+8+)(4+6-),0.4,0.05,0.66
(1+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+8+)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+8+)(6+7+9+),0.4,0.05,0.66
(6+9+)(2+3+7+),0.4,0.08,0.67
(6+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(3+4+7+),0.6,0.07,0.67
(2+6-)(4+7-),0.4,0.06,0.66
(2+6-)(4+6-),0.4,0.05,0.66
(2+6-)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+6-)(3+7+)(2+3+7+),0.4,0.06,0.66
(2+6-)(6+7+9+),0.4,0.05,0.66
(2+3-7+),0.7,0.07,0.68
(4+8+)(2+3+7+),0.4,0.08,0.67
(4+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(4+8-),0.6,0.07,0.67
(6+)(4+7-),0.4,0.12,0.67
(6+)(4+6-),0.4,0.08,0.67
(6+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(6+)(3+7+)(2+3+7+),0.4,0.06,0.66
(6+)(6+7+9+),0.4,0.05,0.66
(1+6+9+)(2+3+7+),0.4,0.08,0.66
(1+6+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(1+9-),0.6,0.07,0.67
(2+6+)(4+7-),0.4,0.06,0.66
(2+6+)(4+6-),0.4,0.05,0.66
(2+6+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+6+)(3+7+)(2+3+7+),0.4,0.06,0.66
(2+6+)(6+7+9+),0.4,0.05,0.66
(1+9+)(4+7-),0.4,0.06,0.66
(1+9+)(4+6-),0.4,0.05,0.66
(1+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+9+)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+9+)(6+7+9+),0.4,0.05,0.66
(1+3-6+),0.6,0.07,0.67
(2+3+7+8+)(3+4+8+9+),0.4,0.1,0.67
(3+6+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(1+2+)(4+7-),0.4,0.07,0.66
(1+2+)(4+6-),0.4,0.06,0.66
(1+2+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+2+)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+2+)(6+7+9+),0.4,0.05,0.66
(2+6+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(2+3+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(4+9+)(2+3+7+),0.4,0.12,0.67
(4+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(7+)(4+7-),0.4,0.12,0.67
(7+)(4+6-),0.4,0.08,0.67
(7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(7+)(3+7+)(2+3+7+),0.4,0.06,0.66
(7+)(6+7+9+),0.4,0.05,0.66
(3+4+)(4+7-),0.4,0.07,0.66
(3+4+)(4+6-),0.4,0.06,0.66
(3+4+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(3+4+)(3+7+)(2+3+7+),0.4,0.06,0.66
(3+4+)(6+7+9+),0.4,0.05,0.66
(2+7+)(4+7-),0.4,0.09,0.67
(2+7+)(4+6-),0.4,0.07,0.66
(2+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+7+)(3+7+)(2+3+7+),0.4,0.06,0.66
(2+7+)(6+7+9+),0.4,0.05,0.66
(1+2+6+)(2+3+7+),0.4,0.08,0.67
(1+2+6+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(7+8+)(2+3+7+),0.4,0.1,0.67
(7+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(3+6+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+4+6+9+)(3+4+8+9+),0.4,0.09,0.67
(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(3+8+9+)(6+7+9+),0.4,0.05,0.66
(1+3-),0.6,0.07,0.67
(1+3+)(4+7-),0.4,0.06,0.66
(1+3+)(4+6-),0.4,0.05,0.66
(1+3+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(1+3+)(3+7+)(2+3+7+),0.4,0.06,0.66
(1+3+)(6+7+9+),0.4,0.05,0.66
(6+8+9+)(3+4+8+9+),0.4,0.07,0.66
(1+2+3+6+)(3+4+8+9+),0.4,0.06,0.66
(4+7+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(4+7+9+)(6+7+9+),0.4,0.05,0.66
(1+4+9+)(2+3+7+),0.4,0.07,0.66
(1+4+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(1+2+3+7+)(3+4+8+9+),0.4,0.05,0.66
(8+)(4+7-),0.4,0.13,0.67
(8+)(4+6-),0.4,0.09,0.67
(8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(8+)(3+7+)(2+3+7+),0.4,0.06,0.66
(8+)(6+7+9+),0.4,0.05,0.66
(1+2+7+)(2+3+7+),0.4,0.08,0.67
(1+2+7+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
(2+8-)(4+7-),0.4,0.07,0.66
(2+8-)(4+6-),0.4,0.06,0.66
(1+3+4+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+8+)(4+7-),0.4,0.06,0.66
(2+8+)(4+6-),0.4,0.05,0.66
(2+8+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.05,0.66
(2+8+)(3+7+)(2+3+7+),0.4,0.06,0.66
(2+8+)(6+7+9+),0.4,0.05,0.66
(7+9+)(2+3+7+),0.4,0.08,0.67
(7+9+)(3+8+9+)(4+8+9+)(3+4+8+9+),0.4,0.06,0.66
