patterns,Supp X,Supp Y,Supp Z
(0+1+3+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+1+3+)(5+6+7+),0.4,0.06,0.66
(0+1+3+)(0+2+3+),0.4,0.05,0.66
(5+9-)(2+4+8+)(2+3+4+8+),0.4,0.06,0.66
(5+9-)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(5+9-)(4+7+8+)(3+4+7+8+),0.4,0.05,0.66
(5+9-)(2+3+4+7+8+),0.4,0.06,0.66
(1+3+6+)(2+4+8+)(2+3+4+8+),0.5,0.09,0.67
(1+3+6+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+3+6+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+2+6+8+),0.5,0.05,0.67
(0+8+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(0+8+)(5+8+),0.4,0.06,0.66
(0+8+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+8+)(4+5+),0.4,0.05,0.66
(0+8+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(0+8+)(0+9+),0.4,0.06,0.66
(0+8+)(5+6+7+),0.4,0.06,0.66
(0+8+)(0+2+3+),0.4,0.05,0.66
(2+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(2+)(5+8+),0.4,0.06,0.66
(2+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+)(4+5+),0.4,0.05,0.66
(2+)(0+9+),0.4,0.06,0.66
(2+)(5+6+7+),0.4,0.06,0.66
(2+)(0+2+3+),0.4,0.05,0.66
(0+5+7+)(2+4+8+)(2+3+4+8+),0.5,0.07,0.67
(0+5+7+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+5+7+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(2+3+6+7+)(2+3+7+8+),0.4,0.07,0.66
(1+2+3+6+7+8+),0.5,0.05,0.67
(0+1+2+6+7+),0.5,0.06,0.67
(2+3+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.07,0.66
(2+3+)(5+8+),0.4,0.06,0.66
(2+3+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+3+)(4+5+),0.4,0.05,0.66
(2+3+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+3+)(5+6+7+),0.4,0.06,0.66
(2+3+)(0+2+3+),0.4,0.05,0.66
(2+4+9+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+4+9+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(7+8+9+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(4+6+9+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(6+7+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.07,0.66
(6+7+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(6+7+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(6+7+)(5+6+7+),0.4,0.06,0.66
(6+7+)(0+2+3+),0.4,0.05,0.66
(1+3+7+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(3+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(3+)(5+8+),0.4,0.06,0.66
(3+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(3+)(4+5+),0.4,0.05,0.66
(3+)(0+9+),0.4,0.06,0.66
(3+)(5+6+7+),0.4,0.06,0.66
(3+)(0+2+3+),0.4,0.05,0.66
(0+1+5+6+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(0+9-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(0+9-)(5+8+),0.4,0.06,0.66
(0+9-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+9-)(4+5+),0.4,0.05,0.66
(0+9-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(0+9-)(0+9+),0.4,0.06,0.66
(0+9-)(5+6+7+),0.4,0.06,0.66
(0+9-)(0+2+3+),0.4,0.05,0.66
(1+6+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+6+)(5+8+),0.4,0.06,0.66
(1+6+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+6+)(4+5+),0.4,0.05,0.66
(1+6+)(5+6+7+),0.4,0.06,0.66
(1+6+)(0+2+3+),0.4,0.05,0.66
(0+9+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(0+9+)(5+8+),0.4,0.06,0.66
(0+9+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+9+)(4+5+),0.4,0.05,0.66
(0+9+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(0+9+)(5+6+7+),0.4,0.06,0.66
(0+9+)(0+2+3+),0.4,0.05,0.66
(1+2+6+7+8+),0.5,0.05,0.67
(3+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(6+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+4-)(2+3+4+8+),0.4,0.07,0.66
(2+4-)(0+4+5+),0.4,0.06,0.66
(1+7-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(1+7-)(5+8+),0.4,0.06,0.66
(1+7-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+7-)(4+5+),0.4,0.05,0.66
(1+7-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+7-)(5+6+7+),0.4,0.06,0.66
(1+7-)(0+2+3+),0.4,0.05,0.66
(2+4+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+4+)(5+8+),0.4,0.06,0.66
(2+4+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+4+)(4+5+),0.4,0.05,0.66
(2+4+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+4+)(5+6+7+),0.4,0.06,0.66
(2+4+)(0+2+3+),0.4,0.05,0.66
(2+5+7+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+5+7+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(4+6+8+)(2+3+7+8+),0.4,0.07,0.66
(6+8+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.07,0.66
(6+8+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(6+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(6+8+)(5+6+7+),0.4,0.06,0.66
(6+8+)(0+2+3+),0.4,0.05,0.66
(3+6+7+8+),0.5,0.05,0.67
(4+6+7+),0.5,0.06,0.67
(1+3+8+)(2+4+8+)(2+3+4+8+),0.5,0.08,0.67
(1+3+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+3+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(2+3+6+7+8+),0.5,0.05,0.67
(4+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(4+)(5+8+),0.4,0.06,0.66
(4+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(4+)(4+5+),0.4,0.05,0.66
(4+)(0+9+),0.4,0.06,0.66
(4+)(5+6+7+),0.4,0.06,0.66
(4+)(0+2+3+),0.4,0.05,0.66
(1+7+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(1+7+)(5+8+),0.4,0.06,0.66
(1+7+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+7+)(4+5+),0.4,0.05,0.66
(1+7+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+7+)(5+6+7+),0.4,0.06,0.66
(1+7+)(0+2+3+),0.4,0.05,0.66
(0+3+5+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+5-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+5-)(5+8+),0.4,0.06,0.66
(2+5-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+5-)(4+5+),0.4,0.05,0.66
(2+5-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+5-)(5+6+7+),0.4,0.06,0.66
(2+5-)(0+2+3+),0.4,0.05,0.66
(2+4+7+)(2+4+8+)(2+3+4+8+),0.5,0.09,0.67
(2+4+7+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+4+7+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(2+4+7+9+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.07,0.66
(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(6+9-),0.8,0.09,0.68
(0+2+3+)(2+4+8+)(2+3+4+8+),0.5,0.07,0.67
(0+2+3+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+2+3+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+4+6+)(2+4+8+)(2+3+4+8+),0.5,0.09,0.67
(1+4+6+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+4+6+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(5+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(5+)(5+8+),0.4,0.06,0.66
(5+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(5+)(4+5+),0.4,0.05,0.66
(5+)(0+9+),0.4,0.06,0.66
(5+)(5+6+7+),0.4,0.06,0.66
(5+)(0+2+3+),0.4,0.05,0.66
(0+1+6+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(0+1+6+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(0+1+6+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(0+1+6+)(5+6+7+),0.4,0.06,0.66
(0+1+6+)(0+2+3+),0.4,0.05,0.66
(1+3+9+),0.5,0.05,0.67
(2+5+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+5+)(5+8+),0.4,0.06,0.66
(2+5+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+5+)(4+5+),0.4,0.05,0.66
(2+5+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+5+)(5+6+7+),0.4,0.06,0.66
(2+5+)(0+2+3+),0.4,0.05,0.66
(1+3+4+6+8+),0.7,0.08,0.68
(1+8-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+8-)(5+8+),0.4,0.06,0.66
(1+8-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+8-)(4+5+),0.4,0.05,0.66
(1+8-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+8-)(5+6+7+),0.4,0.06,0.66
(1+8-)(0+2+3+),0.4,0.05,0.66
(1+8+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(1+8+)(5+8+),0.4,0.06,0.66
(1+8+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+8+)(4+5+),0.4,0.05,0.66
(1+8+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+8+)(5+6+7+),0.4,0.06,0.66
(1+8+)(0+2+3+),0.4,0.05,0.66
(0+6+7+),0.5,0.06,0.67
(6+9+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(6+9+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(6+9+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(6+9+)(5+6+7+),0.4,0.06,0.66
(6+9+)(0+2+3+),0.4,0.05,0.66
(3+4+7+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+6-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+6-)(5+8+),0.4,0.06,0.66
(2+6-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+6-)(4+5+),0.4,0.05,0.66
(2+6-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+6-)(5+6+7+),0.4,0.06,0.66
(2+6-)(0+2+3+),0.4,0.05,0.66
(2+4+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+4+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(0+1+7+),0.5,0.06,0.67
(6+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(6+)(5+8+),0.4,0.06,0.66
(6+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(6+)(4+5+),0.4,0.05,0.66
(6+)(0+9+),0.4,0.06,0.66
(6+)(5+6+7+),0.4,0.06,0.66
(6+)(0+2+3+),0.4,0.05,0.66
(5+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+4+7+),0.5,0.06,0.67
(1+9-)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(1+9-)(5+8+),0.4,0.06,0.66
(1+9-)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+9-)(4+5+),0.4,0.05,0.66
(1+9-)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+9-)(5+6+7+),0.4,0.06,0.66
(1+9-)(0+2+3+),0.4,0.05,0.66
(2+6+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(2+6+)(5+8+),0.4,0.06,0.66
(2+6+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+6+)(4+5+),0.4,0.05,0.66
(2+6+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(2+6+)(5+6+7+),0.4,0.06,0.66
(2+6+)(0+2+3+),0.4,0.05,0.66
(3+4+6+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(1+9+)(4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.06,0.66
(1+9+)(5+8+),0.4,0.06,0.66
(1+9+)(2+8+)(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(1+9+)(4+5+),0.4,0.05,0.66
(1+9+)(2+4+8+)(2+3+4+8+),0.5,0.06,0.67
(1+9+)(5+6+7+),0.4,0.06,0.66
(1+9+)(0+2+3+),0.4,0.05,0.66
(2+3+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.08,0.66
(2+3+8+)(2+4+8+)(2+3+4+8+),0.5,0.09,0.67
(2+3+8+)(2+7+8+)(3+7+8+)(2+3+7+8+),0.4,0.07,0.66
(2+3+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(7+)(4+7+8+)(2+4+7+8+)(3+4+7+8+)(2+3+4+7+8+),0.4,0.05,0.66
(7+)(5+8+),0.4,0.06,0.66
