patterns,Supp X,Supp Y,Supp Z
(7+8+)(3+4+8+),0.4,0.06,0.66
(7+8+)(1+3+6+),0.4,0.06,0.66
(7+8+)(2+7+9+),0.5,0.06,0.67
(1+4+6+9+),1.0,0.12,0.69
(3+8+9+)(1+2+6+7+),0.4,0.09,0.67
(3+8+9+)(6+7+9+),0.5,0.07,0.67
(1+3+)(3+4-8+)(6+7+9+),0.4,0.08,0.67
(1+3+)(2+4-)(1+3+4+)(2+4-7+),0.4,0.05,0.66
(1+3+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(1+3+)(3+6+)(1+3+6+),0.4,0.06,0.66
(1+3+)(3+4+8+),0.4,0.06,0.66
(1+3+)(1+4+9+),0.4,0.05,0.66
(1+3+)(2+7+9+),0.5,0.06,0.67
(1+3+)(4+7-),0.4,0.05,0.66
(6+8+9+),0.8,0.09,0.68
(2+4+7+8+),0.5,0.05,0.67
(4+7+9+)(1+2+6+7+),0.4,0.08,0.67
(4+7+9+)(6+7+9+),0.5,0.07,0.67
(1+4+9+)(3+4-8+)(6+7+9+),0.4,0.06,0.66
(1+4+9+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(1+4+9+)(3+4+8+),0.4,0.06,0.66
(1+4+9+)(2+4-7+),0.4,0.05,0.66
(1+4+9+)(2+7+9+),0.5,0.06,0.67
(8+)(3+4-8+)(6+7+9+),0.4,0.21,0.67
(8+)(2+4-)(1+3+4+)(2+4-7+),0.4,0.06,0.66
(8+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(8+)(3+6+)(1+3+6+),0.4,0.06,0.66
(8+)(3+4+8+),0.4,0.06,0.66
(8+)(1+4+9+),0.4,0.05,0.66
(8+)(2+7+9+),0.5,0.06,0.67
(8+)(4+7-),0.4,0.05,0.66
(1+2+7+)(1+3+4+)(2+4-7+),0.4,0.07,0.66
(1+2+7+)(1+3+4+)(6+7+9+),0.4,0.06,0.66
(1+2+7+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(1+2+7+)(3+4+8+),0.4,0.06,0.66
(1+2+7+)(1+3+6+),0.4,0.06,0.66
(1+2+7+)(2+7+9+),0.5,0.06,0.67
(2+8-)(3+4-8+)(6+7+9+),0.4,0.06,0.66
(2+8-)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(2+8-)(3+6+)(1+3+6+),0.4,0.06,0.66
(2+8-)(3+4+8+),0.4,0.06,0.66
(2+8-)(2+4-7+),0.4,0.06,0.66
(2+8-)(1+4+9+),0.4,0.05,0.66
(2+8-)(1+3+4+),0.5,0.05,0.67
(2+8-)(2+7+9+),0.5,0.06,0.67
(2+8-)(4+7-),0.4,0.05,0.66
(3+4-8+)(6+7+9+),0.4,0.05,0.66
(1+3+4+)(2+4-7+),0.4,0.06,0.66
(2+8+)(3+4-8+)(6+7+9+),0.4,0.07,0.66
(2+8+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(2+8+)(3+6+)(1+3+6+),0.4,0.06,0.66
(2+8+)(3+4+8+),0.4,0.06,0.66
(2+8+)(2+4-7+),0.4,0.06,0.66
(2+8+)(1+4+9+),0.4,0.05,0.66
(2+8+)(1+3+4+),0.5,0.05,0.67
(2+8+)(2+7+9+),0.5,0.06,0.67
(2+8+)(4+7-),0.4,0.05,0.66
(7+9+)(1+3+4+)(2+4-7+),0.4,0.08,0.66
(7+9+)(1+3+4+)(6+7+9+),0.4,0.06,0.66
(7+9+)(3+4-8+),0.4,0.05,0.66
(7+9+)(1+6+7+)(2+6+7+)(1+2+6+7+),0.4,0.05,0.66
(7+9+)(3+4+8+),0.4,0.06,0.66
(7+9+)(1+3+6+),0.4,0.06,0.66
(7+9+)(2+7+9+),0.5,0.06,0.67
