1 1 7 5 6 3 7 4 7 6 6 5 6 6 6
1 2 6 6 4 5 5 6 6 6 6 6 5 5 6
1 3 5 6 5 6 5 5 6 4 6 3 4 6 4
1 4 2 2 2 2 3 2 7 2 3 3 2 2 2
1 5 3 3 3 3 3 3 3 3 4 3 3 3 3
1 6 4 5 3 6 4 4 6 3 4 6 2 1 3
1 7 6 6 5 6 6 6 6 6 7 6 5 6 6
1 8 6 6 6 6 6 6 6 6 6 6 6 6 6
1 9 6 5 7 4 6 6 4 6 5 6 6 7 7
1 10 4 4 4 5 5 4 6 4 4 5 3 4 4
1 11 1 6 1 1 6 1 6 1 6 6 1 1 1
1 12 1 1 1 1 1 1 1 2 1 1 2 1 3
1 13 6 6 5 5 6 4 7 5 6 6 5 6 7
1 14 5 5 4 5 5 3 5 3 5 5 4 3 3
1 15 5 5 5 4 5 5 5 5 5 5 5 5 5
1 16 4 4 4 4 3 3 4 3 3 3 4 4 4
1 17 4 6 3 6 3 1 5 1 4 6 2 2 3
1 18 5 6 7 5 6 7 7 2 7 4 6 4 7
1 19 5 6 4 4 5 6 6 5 5 6 5 4 3
1 20 5 2 2 5 7 7 7 3 7 7 2 2 2
1 21 4 4 4 4 4 4 4 5 4 4 4 4 4
2 1 5 6 5 1 7 6 7 7 7 7 6 6 7
2 2 6 6 6 1 6 6 6 6 6 6 5 5 6
2 3 5 6 5 3 5 4 5 4 4 6 4 6 3
2 4 4 3 2 2 6 3 5 3 5 4 3 2 2
2 5 5 5 5 5 5 5 5 5 5 5 6 4 5
2 6 3 1 4 1 4 1 3 3 4 2 1 5 5
2 7 5 5 5 5 5 6 5 5 7 6 6 5 5
2 8 6 7 6 7 6 6 6 7 6 6 6 6 6
2 9 6 6 5 5 4 5 6 6 4 5 5 5 5
2 10 5 4 5 4 1 3 6 6 5 3 5 5 5
2 11 1 6 1 6 6 1 6 1 6 6 5 1 1
2 12 7 7 7 7 7 7 7 7 7 7 7 7 7
2 13 5 3 3 4 5 3 4 4 4 3 4 3 5
2 14 7 6 6 4 6 4 6 6 5 6 5 5 5
2 15 6 7 6 4 6 6 6 6 6 6 6 6 6
2 16 4 5 5 4 5 5 5 5 5 5 5 5 5
2 17 3 3 3 3 4 3 3 3 3 4 4 3 3
2 18 7 6 7 7 7 7 7 7 6 6 7 7 6
2 19 4 1 4 6 1 1 1 1 4 4 2 3 2
2 20 6 6 6 7 6 5 6 5 6 6 6 6 6
2 21 6 6 6 3 6 5 6 6 6 5 4 5 6
2 22 7 7 7 7 7 7 7 7 7 7 6 7 7
2 23 4 4 4 4 4 4 4 4 4 4 4 4 4
3 1 6 6 6 6 6 6 6 6 6 6 6 6 6
3 2 6 7 6 7 7 6 7 7 7 7 6 6 6
3 3 2 2 4 3 3 4 3 2 4 3 4 2 4
3 4 6 6 6 7 7 6 7 6 6 6 6 6 6
3 5 5 4 4 5 5 6 6 4 6 5 5 4 5
3 6 5 6 6 3 7 7 7 4 7 5 5 4 6
3 7 5 4 5 5 5 5 5 5 4 6 6 5 5
3 8 4 4 5 3 7 6 5 4 6 4 3 2 4
3 9 5 5 4 5 6 1 5 4 6 6 2 4 4
3 10 6 6 6 6 6 6 4 6 6 6 6 4 5
3 11 6 6 6 4 6 6 6 5 6 6 5 5 4
3 12 6 6 6 5 6 6 6 6 5 5 6 3 6
3 13 7 7 6 7 6 6 7 7 6 6 6 6 6
3 14 6 6 6 6 6 6 6 3 6 6 6 3 4
3 15 5 4 3 5 2 3 3 4 3 2 3 3 4
3 16 7 7 7 7 7 7 7 7 7 7 7 7 7
3 17 6 6 6 6 6 6 6 6 6 7 6 5 6
3 18 5 5 5 5 5 5 5 5 5 5 5 5 5
3 19 4 1 4 1 3 3 4 1 4 3 3 4 4
3 20 7 7 7 7 7 7 7 7 7 7 7 7 7
3 21 5 4 5 1 1 7 1 1 6 6 3 1 4
3 22 6 6 6 6 6 6 6 4 7 6 6 6 6
3 23 6 6 6 5 7 6 7 6 6 5 5 4 6
3 24 7 7 6 7 7 7 7 7 7 6 6 7 7
3 25 5 5 5 6 6 4 6 4 6 5 6 3 5
4 1 7 7 7 7 7 7 7 7 7 7 7 7 7
4 2 7 6 6 5 6 6 6 6 6 7 6 6 6
4 3 6 5 6 6 7 4 5 4 5 4 6 6 6
4 4 4 5 5 4 3 3 4 4 3 3 4 5 4
4 5 4 3 5 2 4 4 4 5 4 1 3 6 5
4 6 6 6 6 6 7 7 6 6 7 7 6 7 5
4 7 7 7 7 7 7 7 7 7 7 7 7 7 7
4 8 6 6 5 6 6 3 5 5 7 6 6 5 5
4 9 6 6 7 4 7 7 7 7 7 7 7 7 7
4 10 7 6 6 6 6 6 6 3 6 6 6 6 6
4 11 3 5 3 3 4 3 4 3 4 4 4 3 3
4 12 7 7 7 7 7 7 7 7 7 7 7 7 7
4 13 6 6 6 4 5 5 6 6 5 5 6 6 6
4 14 5 5 5 5 5 5 5 5 5 5 5 5 5
4 15 3 2 2 3 3 3 2 2 3 3 2 2 2
4 16 7 6 7 5 6 7 6 7 6 7 7 6 7
4 17 5 6 5 2 6 1 5 1 6 5 5 5 5
4 18 6 6 6 6 7 6 6 5 6 6 7 6 6
4 19 6 6 6 6 6 6 6 6 6 6 5 5 6
4 20 7 7 7 6 7 7 6 5 7 7 4 3 7
4 21 6 6 6 6 6 5 6 5 6 5 6 5 5
5 1 6 6 6 5 6 6 6 6 6 6 5 6 1
5 2 7 7 7 7 7 7 7 7 7 7 7 7 7
